,Unnamed: 0.11,Unnamed: 0.10,Unnamed: 0.9,Unnamed: 0.8,Unnamed: 0.7,Unnamed: 0.6,Unnamed: 0.5,Unnamed: 0.4,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Fecha extrac,Enlace,Marca,Modelo,Precio,Localización,Potencia,Tipo vendedor,Categoría,Tipo de vehículo,puertas,Versión del país,Núm. de oferta,Garantía,Kilometraje,Año,Tipo de cambio,Capacidad,Otras fuentes de energía,"Consumo de combustible
2",Color exterior,Color original,Tracción,plazas,Número de marchas,Número de cilindros,Peso,Tipo de combustible,Unnamed: 29,Tipo de pintura,"Emisión de CO₂
2",Unnamed: 33,Unnamed: 35,Unnamed: 37,Unnamed: 39,Unnamed: 41,Unnamed: 43,Unnamed: 45,Unnamed: 47,Unnamed: 49,Unnamed: 51,Unnamed: 53,
264,264.0,264.0,264.0,264.0,264.0,264.0,264.0,264.0,264.0,264.0,0.0,,2023-11-11,https://www.autoscout24.es/anuncios/abarth-595-1-4t-jet-turismo-secuencial-160-gasolina-negro-d41149fa-b691-4499-a1b5-bbb3901e3a0d,Abarth,595,"€ 12.900,-",https://maps.google.com/?q=Av.%20Jaime%20I%2C%2015%2C%2008226%20Terrassa%2C%20ES,117 kW (159 CV),Prof.,Coche pequeño,Ocasión,3,España,9935033,12 mes,85.758 km,03/2013,Automático,1.368 cm³,,"5,8 l/100 km (mixto)
7,6 l/100 km (urbano)
4,7 l/100 km (extraurbano)",Negro,Negro,Tracción delantera,4.0,5.0,4.0,1.035 kg,Gasolina,,,,,,,,,,,,,,,
265,265.0,265.0,265.0,265.0,265.0,265.0,265.0,265.0,265.0,265.0,0.0,,2023-11-11,https://www.autoscout24.es/anuncios/hyundai-i20-1-6t-n-gasolina-blanco-b0283930-9ce0-40a7-84b3-a0aa8fcd3d1f,Hyundai,i20,"€ 23.690,-",https://maps.google.com/?q=CARRER%20QUATRE%2078%2C%2008040%20BARCELONA%2C%20ES,150 kW (204 CV),Prof.,Coche pequeño,Ocasión,5,España,10915872,12 mes,19.940 km,07/2022,Manual,1.598 cm³,,"0 l/100 km (mixto)
0 l/100 km (urbano)
0 l/100 km (extraurbano)",Blanco,Blanco,Tracción delantera,5.0,6.0,4.0,1.190 kg,Gasolina,,,,,,,,,,,,,,,
266,266.0,266.0,266.0,266.0,266.0,266.0,266.0,266.0,266.0,266.0,0.0,,2023-11-11,https://www.autoscout24.es/anuncios/mercedes-benz-e-300-otros-848b243e-d783-4cb7-b99e-f7e8b6602828,Mercedes-Benz,E 300,"€ 45.400,-",https://maps.google.com/?q=PASEO%20MANUEL%20GIRONA%2C%2049%2C%2008034%20BARCELONA%2C%20ES,235 kW (320 CV),Prof.,Sedán,Ocasión,4,España,9016132,24 mes,20.000 km,06/2020,Automático,1.991 cm³,,1 l/100 km (mixto),,PLATA,,5.0,9.0,,,Otros,,,,,,,,,,,,,,,
267,267.0,267.0,267.0,267.0,267.0,267.0,267.0,267.0,267.0,267.0,0.0,,2023-11-11,https://www.autoscout24.es/anuncios/jaguar-e-pace-e-pace-d180-awd-auto-diesel-blanco-5d9125f3-f105-4ea8-bf5f-a9432558cdc8,Jaguar,E-Pace,"€ 27.000,-",https://maps.google.com/?q=RINCON%2C%2011%2C%2028500%20ARGANDA%20DEL%20REY%2C%20ES,132 kW (179 CV),Prof.,SUV/4x4/Pickup,Ocasión,5,España,10525364,12 mes,71.140 km,06/2018,Automático,1.999 cm³,,"6 l/100 km (mixto)
7,2 l/100 km (urbano)
5,3 l/100 km (extraurbano)",Blanco,,,,,,,Diésel,,,,,,,,,,,,,,,
268,268.0,268.0,268.0,268.0,268.0,268.0,268.0,268.0,268.0,268.0,0.0,,2023-11-11,https://www.autoscout24.es/anuncios/mercedes-benz-amg-gt-coupe-s-510-gasolina-blanco-b687c861-bf96-49f6-97cc-a79c48467b77,Mercedes-Benz,AMG GT,"€ 114.900,-",https://maps.google.com/?q=POL%C3%8DGONO%20INDUSTRIAL%20%20NUEVA%20CAMPANA%20%2CNAVE%20107%2C%2029660%20MALAGA%2C%20ES,375 kW (510 CV),Prof.,Coupé,Ocasión,3,España,7774225,12 mes,73.000 km,10/2015,Automático,3.982 cm³,,"9,6 l/100 km (mixto)
12,5 l/100 km (urbano)
7,9 l/100 km (extraurbano)",Blanco,Blanco Diamante,Tracción trasera,2.0,7.0,8.0,1.645 kg,Gasolina,,,,,,,,,,,,,,,
269,269.0,269.0,269.0,269.0,269.0,269.0,269.0,269.0,269.0,269.0,0.0,,2023-11-11,https://www.autoscout24.es/anuncios/hyundai-kona-1-0-tgdi-klass-4x2-gasolina-blanco-df5a0ebb-59dc-4f0a-9b5f-078a29b0adeb,Hyundai,KONA,"€ 15.890,-",https://maps.google.com/?q=CTRA.%20DE%20CARRI%C3%93N%2C%2012%2C%2013005%20CIUDAD%20REAL%2C%20ES,88 kW (120 CV),Prof.,SUV/4x4/Pickup,Ocasión,5,España,9944097,12 mes,19.264 km,01/2022,Manual,998 cm³,,"0 l/100 km (mixto)
0 l/100 km (urbano)
0 l/100 km (extraurbano)",Blanco,Blanco,Tracción delantera,5.0,6.0,3.0,1.237 kg,Gasolina,,,,,,,,,,,,,,,
270,270.0,270.0,270.0,270.0,270.0,270.0,270.0,270.0,270.0,270.0,0.0,,2023-11-11,https://www.autoscout24.es/anuncios/land-rover-range-rover-sport-5-0-v8-sc-hse-dynamic-525-aut-gasolina-negro-2563deb1-318e-4c4d-a66c-cf24cfa152d6,Land Rover,Range Rover Sport,"€ 89.999,-",https://maps.google.com/?q=AVD%20ALICANTE%20185%20NAVE%202%2C%2046713%20BELLREGUARD%2C%20ES,386 kW (525 CV),Prof.,SUV/4x4/Pickup,Ocasión,5,España,8424064,12 mes,74.000 km,03/2019,Automático,5.000 cm³,,"12,3 l/100 km (mixto)
16,8 l/100 km (urbano)
9,7 l/100 km (extraurbano)",Negro,SANTORINI BLACK,Tracción a las cuatro ruedas,5.0,8.0,8.0,2.323 kg,Gasolina,,,,,,,,,,,,,,,
271,271.0,271.0,271.0,271.0,271.0,271.0,271.0,271.0,271.0,271.0,0.0,,2023-11-11,https://www.autoscout24.es/anuncios/mercedes-benz-cla-200-200d-7g-dct-diesel-blanco-c3a29c94-d791-49f9-9669-fe37635f1c3f,Mercedes-Benz,CLA 200,"€ 22.990,-",https://maps.google.com/?q=PASEO%20DE%20LA%20CASTELLANA%20230%2C%2028046%20MADRID%2C%20ES,100 kW (136 CV),Prof.,Coupé,Ocasión,4,España,11144925,12 mes,146.014 km,05/2018,Automático,2.143 cm³,,"5,4 l/100 km (mixto)
6,6 l/100 km (urbano)
4,8 l/100 km (extraurbano)",Blanco,,Tracción delantera,5.0,7.0,4.0,1.525 kg,Diésel,,,,,,,,,,,,,,,
272,272.0,272.0,272.0,272.0,272.0,272.0,272.0,272.0,272.0,272.0,0.0,,2023-11-11,https://www.autoscout24.es/anuncios/mitsubishi-montero-3-2-di-d-gls-kaiteki-at-diesel-gris-42fe62d8-3ecb-4c9a-8d40-e75c75491b54,Mitsubishi,Montero,"€ 8.500,-",https://maps.google.com/?q=Polg.%20Industrial%20Los%20Llanos%20Villadonpardo%2C%20Esq.%20Los%20Villares%2C%2023640%20Torredelcampo%2C%20ES,121 kW (165 CV),Prof.,SUV/4x4/Pickup,Ocasión,5,España,9267100,,180.000 km,02/2000,Automático,3.200 cm³,,"10,3 l/100 km (mixto)
13,5 l/100 km (urbano)
8,4 l/100 km (extraurbano)",Gris,,Tracción a las cuatro ruedas,7.0,5.0,4.0,2.125 kg,Diésel,,,,,,,,,,,,,,,
273,273.0,273.0,273.0,273.0,273.0,273.0,273.0,273.0,273.0,273.0,0.0,,2023-11-11,https://www.autoscout24.es/anuncios/bmw-x3-2-0d-awd-150cv-diesel-negro-dcff771c-a0b7-4d7a-adf7-38935e599406,BMW,X3,"€ 6.750,-",https://maps.google.com/?q=GALILEO%2C%207%2C%2028015%20MADRID%2C%20ES,110 kW (150 CV),Prof.,SUV/4x4/Pickup,Ocasión,5,España,10531548,,230.000 km,09/2005,Manual,1.998 cm³,,,Negro,Negro metalizado,,,,,,Diésel,,Metalizado,,,,,,,,,,,,,
274,274.0,274.0,274.0,274.0,274.0,274.0,274.0,274.0,274.0,274.0,0.0,,2023-11-11,https://www.autoscout24.es/anuncios/bmw-x2-sdrive-18da-diesel-blanco-0134c823-f33a-45d2-a82d-b9be15fc1042,BMW,X2,"€ 19.900,-",https://maps.google.com/?q=C%2F%20FRESADORES%2C%2033%20P.I.%20VALDEFUENTES%2C%2028939%20ARROYOMOLINOS%2C%20ES,110 kW (150 CV),Prof.,SUV/4x4/Pickup,Ocasión,5,España,9987195,12 mes,145.900 km,05/2019,Automático,1.995 cm³,,"4,4 l/100 km (mixto)
4,9 l/100 km (urbano)
4 l/100 km (extraurbano)",Blanco,Blanco,Tracción delantera,5.0,8.0,4.0,1.540 kg,Diésel,,,,,,,,,,,,,,,
275,275.0,275.0,275.0,275.0,275.0,275.0,275.0,275.0,275.0,275.0,0.0,,2023-11-11,https://www.autoscout24.es/anuncios/audi-e-tron-sportback-50-quattro-black-line-edition-electrico-negro-6a501fb5-9839-4098-9b28-f2707cba1ce8,Audi,e-tron,"€ 45.900,-1",https://maps.google.com/?q=AVENIDA%20GREGORIO%20PRIETO%20-%2023.%20PARKING%20TEATINOS%20PLAZA%2C%2029010%20MALAGA%2C%20ES,230 kW (313 CV),Prof.,SUV/4x4/Pickup,Ocasión,5,España,11128886,12 mes,50.400 km,08/2020,Automático,,,,Negro,Negro brillante,Tracción a las cuatro ruedas,5.0,1.0,,2.445 kg,Eléctrico,,Metalizado,0 g/km (mixto),,,,,,,,,,,,
276,276.0,276.0,276.0,276.0,276.0,276.0,276.0,276.0,276.0,276.0,0.0,,2023-11-11,https://www.autoscout24.es/anuncios/bmw-218-218da-coupe-diesel-negro-13662257-c35a-4e75-9dfa-337464c894f6,BMW,218,"€ 26.990,-",https://maps.google.com/?q=C%2F%20ENTEN%C3%87A%2C%20332%2C%2008029%20BARCELONA%2C%20ES,110 kW (150 CV),Prof.,Coupé,Ocasión,2,España,10816277,24 mes,39.889 km,05/2019,Automático,1.995 cm³,,"4,6 l/100 km (mixto)
5,2 l/100 km (urbano)
4,2 l/100 km (extraurbano)",Negro,Negro,Tracción trasera,4.0,8.0,4.0,1.440 kg,Diésel,,,,,,,,,,,,,,,
277,277.0,277.0,277.0,277.0,277.0,277.0,277.0,277.0,277.0,277.0,0.0,,2023-11-11,https://www.autoscout24.es/anuncios/jaguar-e-pace-2-0d-i4-standard-fwd-150-diesel-negro-b68e6826-c9f4-4a55-9748-8a0a12cee015,Jaguar,E-Pace,"€ 22.718,-",https://maps.google.com/?q=.%2C%2028649%20MADRID%2C%20ES,110 kW (150 CV),Prof.,SUV/4x4/Pickup,Ocasión,5,España,9434249,12 mes,62.097 km,02/2019,Manual,1.999 cm³,,"5,3 l/100 km (mixto)
5,6 l/100 km (urbano)
4,2 l/100 km (extraurbano)",Negro,Negro,Tracción delantera,5.0,6.0,4.0,1.700 kg,Diésel,,,,,,,,,,,,,,,
278,278.0,278.0,278.0,278.0,278.0,278.0,278.0,278.0,278.0,278.0,0.0,,2023-11-11,https://www.autoscout24.es/anuncios/bmw-x6-xdrive-30da-diesel-f3bac2fd-b31c-4ed1-9824-5f8a3229f4e2,BMW,X6,"€ 32.746,-",https://maps.google.com/?q=C%2F%20MATRICERS%2040%2C%2046133%20MELIANA%2C%20ES,190 kW (258 CV),Prof.,Coupé,Ocasión,5,España,10456143,12 mes,225.800 km,03/2014,Automático,2.993 cm³,,"6 l/100 km (mixto)
6,7 l/100 km (urbano)
5,5 l/100 km (extraurbano)",,Marrón,Tracción a las cuatro ruedas,5.0,8.0,6.0,2.065 kg,Diésel,,Metalizado,,,,,,,,,,,,,
279,279.0,279.0,279.0,279.0,279.0,279.0,279.0,279.0,279.0,279.0,0.0,,2023-11-11,https://www.autoscout24.es/anuncios/mercedes-benz-glc-220-220d-4matic-aut-diesel-gris-2187484e-48e2-4e02-94b5-f58e3fdbc460,Mercedes-Benz,GLC 220,"€ 33.690,-1",https://maps.google.com/?q=Av.%20Reial%20Monestir%20Santa%20Maria%20de%20Poblet%2C%2042.%2C%2046930%20Quart%20de%20Poblet%2C%20ES,125 kW (170 CV),Prof.,SUV/4x4/Pickup,Ocasión,5,España,10730600,12 mes,68.428 km,08/2019,Automático,2.143 cm³,,"5 l/100 km (mixto)
5,5 l/100 km (urbano)
4,7 l/100 km (extraurbano)",Gris,Gris,Tracción a las cuatro ruedas,5.0,9.0,4.0,1.845 kg,Diésel,,,,,,,,,,,,,,,
280,280.0,280.0,280.0,280.0,280.0,280.0,280.0,280.0,280.0,280.0,0.0,,2023-11-11,https://www.autoscout24.es/anuncios/bmw-x5-xdrive-30da-diesel-azul-2554712b-2210-455e-9cad-a6861520cf14,BMW,X5,"€ 34.900,-",https://maps.google.com/?q=CTRA.%20DE%20SABIOTE%2C%20S%2FN%2C%2023400%20UBEDA%2C%20ES,190 kW (258 CV),Prof.,SUV/4x4/Pickup,Ocasión,5,España,11069838,12 mes,108.755 km,11/2018,Automático,2.993 cm³,,"5,9 l/100 km (mixto)
6,7 l/100 km (urbano)
5,5 l/100 km (extraurbano)",Azul,,Tracción a las cuatro ruedas,5.0,8.0,6.0,2.070 kg,Diésel,,,,,,,,,,,,,,,
281,281.0,281.0,281.0,281.0,281.0,281.0,281.0,281.0,281.0,281.0,0.0,,2023-11-11,https://www.autoscout24.es/anuncios/mercedes-benz-e-250-class-amg-line-electrico-plateado-2172b358-3454-4bc7-ac57-2abce61dbb3b,Mercedes-Benz,E 250,"€ 37.900,-",https://maps.google.com/?q=AVDA.%20JUAN%20CARLOS%20I%2C%2059%2C%2030100%20ESPINARDO%2C%20ES,160 kW (218 CV),Prof.,Sedán,Ocasión,5,España,10774460,24 mes,13.991 km,11/2022,Automático,,,,Plateado,PLATA,,,,,,Eléctrico,,,0 g/km (mixto),,,,,,,,,,,,
282,282.0,282.0,282.0,282.0,282.0,282.0,282.0,282.0,282.0,282.0,0.0,,2023-11-11,https://www.autoscout24.es/anuncios/volkswagen-beetle-1-2-tsi-design-105-gasolina-azul-7de8e41b-288b-49fa-97c3-548b89788403,Volkswagen,Beetle,"€ 11.890,-",https://maps.google.com/?q=AVENIDA%20BARCELONA%2C%2010%2C%2046136%20MUSEROS%2C%20ES,77 kW (105 CV),Prof.,Coche pequeño,Ocasión,3,España,9607549,12 mes,122.873 km,07/2013,Manual,1.197 cm³,,"5,4 l/100 km (mixto)
6,6 l/100 km (urbano)
4,7 l/100 km (extraurbano)",Azul,,Tracción delantera,4.0,6.0,4.0,1.316 kg,Gasolina,,,,,,,,,,,,,,,
283,283.0,283.0,283.0,283.0,283.0,283.0,283.0,283.0,283.0,283.0,0.0,,2023-11-11,https://www.autoscout24.es/anuncios/mercedes-benz-glb-200-200d-8g-dct-diesel-e5688b62-2d3d-4db9-af8c-44baba2421c6,Mercedes-Benz,GLB 200,"€ 35.445,-1",https://maps.google.com/?q=CARRETERA%20DE%20MADRID%20KM%20332%2C%2023009%20JAEN%2C%20ES,110 kW (150 CV),Prof.,SUV/4x4/Pickup,Ocasión,5,España,9904234,24 mes,18.800 km,12/2020,Automático,1.950 cm³,,"4,8 l/100 km (mixto)
6,2 l/100 km (urbano)
3,4 l/100 km (extraurbano)",,NEGRO COSMOS,Tracción delantera,5.0,8.0,4.0,1.700 kg,Diésel,,,,,,,,,,,,,,,
284,284.0,284.0,284.0,284.0,284.0,284.0,284.0,284.0,284.0,284.0,0.0,,2023-11-11,https://www.autoscout24.es/anuncios/mercedes-benz-gle-400-coupe-mercedes-am63-4matic-gasolina-blanco-5a86479d-7fcc-421f-a7fa-bfb7936589b4,Mercedes-Benz,GLE 400,"€ 86.950,-",https://maps.google.com/?q=LA%20TIERRA%20S%2FN.%20P.I.%20SAN%20JULIAN%2C%2029004%20MALAGA%2C%20ES,430 kW (585 CV),Prof.,SUV/4x4/Pickup,Ocasión,5,España,9049542,24 mes,53.500 km,01/2019,Automático,,,,Blanco,Blanco,,,,,,Gasolina,,Metalizado,,,,,,,,,,,,,
285,285.0,285.0,285.0,285.0,285.0,285.0,285.0,285.0,285.0,285.0,0.0,,2023-11-11,https://www.autoscout24.es/anuncios/bmw-x3-xdrive-20da-diesel-negro-fa49dce6-e385-46b3-8b15-73a674f1535e,BMW,X3,"€ 31.900,-",https://maps.google.com/?q=C%2F%20FRESADORES%2C%2033%20P.I.%20VALDEFUENTES%2C%2028939%20ARROYOMOLINOS%2C%20ES,140 kW (190 CV),Prof.,SUV/4x4/Pickup,Ocasión,5,España,9881679,12 mes,83.000 km,01/2019,Automático,1.995 cm³,,"5,3 l/100 km (mixto)
5,9 l/100 km (urbano)
5 l/100 km (extraurbano)",Negro,Negro,Tracción a las cuatro ruedas,5.0,8.0,4.0,1.750 kg,Diésel,,,,,,,,,,,,,,,
286,286.0,286.0,286.0,286.0,286.0,286.0,286.0,286.0,286.0,286.0,0.0,,2023-11-11,https://www.autoscout24.es/anuncios/seat-arona-1-0-tsi-s-s-style-110-gasolina-plateado-0d5974cd-c64a-4571-9d6f-991b4cd65038,SEAT,Arona,"€ 16.500,-",https://maps.google.com/?q=R%C3%BAa%20do%20vidro%2C%2010%2C%2027003%20LUGO%2C%20ES,81 kW (110 CV),Prof.,SUV/4x4/Pickup,Ocasión,5,España,9046011,60 mes,20.252 km,05/2022,Manual,999 cm³,,"0 l/100 km (mixto)
0 l/100 km (urbano)
0 l/100 km (extraurbano)",Plateado,Plata Negro,Tracción delantera,5.0,6.0,3.0,1.215 kg,Gasolina,,,,,,,,,,,,,,,
287,287.0,287.0,287.0,287.0,287.0,287.0,287.0,287.0,287.0,287.0,0.0,,2023-11-11,https://www.autoscout24.es/anuncios/audi-q2-35-tdi-black-line-edition-s-tronic-110kw-diesel-gris-04c6f0b8-bf52-4d1e-973f-73cfa87d4794,Audi,Q2,"€ 33.290,-",https://maps.google.com/?q=c%2FRam%C3%B3n%20Mar%C3%ADa%20Aller%20Ulloa.%20Pol%C3%ADg.%20As%20G%C3%A1ndaras%2C%2044%2C%2027001%20LUGO%2C%20ES,110 kW (150 CV),Prof.,SUV/4x4/Pickup,Ocasión,5,España,10887458,24 mes,22.620 km,08/2022,Automático,1.968 cm³,,"0 l/100 km (mixto)
0 l/100 km (urbano)
0 l/100 km (extraurbano)",Gris,Gris,Tracción delantera,5.0,7.0,4.0,,Diésel,,,,,,,,,,,,,,,
288,288.0,288.0,288.0,288.0,288.0,288.0,288.0,288.0,288.0,288.0,0.0,,2023-11-11,https://www.autoscout24.es/anuncios/land-rover-defender-110-sw-e-diesel-7484ee53-ebc5-4510-8bf9-032e657837cf,Land Rover,Defender,"€ 39.500,-",https://maps.google.com/?q=AVD.%20DE%20CARDE%C3%91A%2C%2016%2C%2014440%20VILLANUEVA%20DE%20C%C3%93RDOBA%2C%20ES,90 kW (122 CV),Prof.,SUV/4x4/Pickup,Ocasión,5,España,7384567,,78.000 km,08/2012,Manual,2.198 cm³,,"11,1 l/100 km (mixto)
13,5 l/100 km (urbano)
9,7 l/100 km (extraurbano)",,Otros,Tracción a las cuatro ruedas,5.0,6.0,4.0,2.062 kg,Diésel,,,,,,,,,,,,,,,
289,289.0,289.0,289.0,289.0,289.0,289.0,289.0,289.0,289.0,289.0,0.0,,2023-11-11,https://www.autoscout24.es/anuncios/mercedes-benz-v-220d-compacto-diesel-blanco-a7d63b12-523f-42fa-8861-3a18abaf9f65,Mercedes-Benz,V,"€ 58.500,-",https://maps.google.com/?q=C%2F%20MORATIN%2C%2018%2C%208206%20SABADELL%2C%20ES,120 kW (163 CV),Prof.,Monovolumen,Ocasión,4,España,10689800,24 mes,38.847 km,04/2021,Automático,1.950 cm³,,"6 l/100 km (mixto)
6,2 l/100 km (urbano)
5,9 l/100 km (extraurbano)",Blanco,Blanco,Tracción trasera,5.0,9.0,4.0,2.127 kg,Diésel,,,,,,,,,,,,,,,
290,290.0,290.0,290.0,290.0,290.0,290.0,290.0,290.0,290.0,290.0,0.0,,2023-11-11,https://www.autoscout24.es/anuncios/mercedes-benz-e-220-coupe-d-diesel-plateado-d52e6c77-f4c2-442b-90c8-dd454840e4ed,Mercedes-Benz,E 220,"€ 33.990,-",https://maps.google.com/?q=CALLE%20ALCALA%2C%20728%2C%2028022%20MADRID%2C%20ES,143 kW (194 CV),Prof.,Coupé,Ocasión,2,España,8843593,24 mes,121.943 km,08/2019,Automático,,,,Plateado,Plata Iridio (metalizado),,,,,,Diésel,,Metalizado,,,,,,,,,,,,,
291,291.0,291.0,291.0,291.0,291.0,291.0,291.0,291.0,291.0,291.0,0.0,,2023-11-11,https://www.autoscout24.es/anuncios/ds-automobiles-ds-7-crossback-bluehdi-de-96kw-130cv-auto-so-chic-diesel-bd876703-65cc-4604-bc00-6b08b07f1d39,DS Automobiles,DS 7 Crossback,"€ 21.990,-",https://maps.google.com/?q=CTRA.%20DE%20CARRI%C3%93N%2C%2012%2C%2013005%20CIUDAD%20REAL%2C%20ES,96 kW (131 CV),Prof.,SUV/4x4/Pickup,Ocasión,5,España,9944173,12 mes,64.450 km,02/2021,Automático,1.500 cm³,,"4 l/100 km (mixto)
4,2 l/100 km (urbano)
3,8 l/100 km (extraurbano)",,Otros,,,,,,Diésel,,,,,,,,,,,,,,,
292,292.0,292.0,292.0,292.0,292.0,292.0,292.0,292.0,292.0,292.0,0.0,,2023-11-11,https://www.autoscout24.es/anuncios/renault-megane-e-tech-equilibre-super-charge-ev60-160kw-electrico-5f918b38-2e09-4d61-9769-f19eaba78fcf,Renault,Megane E-Tech,"€ 31.500,-",https://maps.google.com/?q=C%2F%20DEL%20GRUPO%20ESCOLAR%2C%204%2C%2028224%20POZUELO%20DE%20ALARC%C3%93N%2C%20ES,160 kW (218 CV),Prof.,Coche pequeño,KM0,5,España,11082741,36 mes,10 km,06/2023,Automático,,,,,,Tracción delantera,5.0,1.0,,,Eléctrico,,,0 g/km (mixto),,,,,,,,,,,,
293,293.0,293.0,293.0,293.0,293.0,293.0,293.0,293.0,293.0,0.0,,,2023-11-11,https://www.autoscout24.es/anuncios/alfa-romeo-tonale-1-6-ds-sprint-fwd-diesel-gris-85da845e-539b-468c-a4dd-262fd1b41135,Alfa Romeo,Tonale,"€ 25.690,-",https://maps.google.com/?q=Av.%20Laboral%2C%2010%2C%2028021%20MADRID%2C%20ES,96 kW (131 CV),Prof.,SUV/4x4/Pickup,Ocasión,5,España,10689204,12 mes,15.890 km,12/2022,Automático,1.598 cm³,,"0 l/100 km (mixto)
0 l/100 km (urbano)
0 l/100 km (extraurbano)",Gris,Gris,Tracción delantera,5.0,6.0,4.0,1.580 kg,Diésel,,Metalizado,,,,,,,,,,,,,
294,294.0,294.0,294.0,294.0,294.0,294.0,294.0,294.0,294.0,0.0,,,2023-11-11,https://www.autoscout24.es/anuncios/mercedes-benz-cls-350-350d-aut-diesel-plateado-bdc818a5-906e-4bf0-abe2-1877aa8e7b16,Mercedes-Benz,CLS 350,"€ 62.900,-",https://maps.google.com/?q=C%2F%20GRECIA%2C%2033%2C%2012006%20CASTELLON%2C%20ES,190 kW (258 CV),Prof.,Coupé,Ocasión,4,España,9311105,24 mes,54.000 km,11/2020,Automático,2.987 cm³,,"5,5 l/100 km (mixto)
6,5 l/100 km (urbano)
5 l/100 km (extraurbano)",Plateado,Plata,Tracción trasera,4.0,9.0,6.0,1.845 kg,Diésel,,Metalizado,,,,,,,,,,,,,
295,295.0,295.0,295.0,295.0,295.0,295.0,295.0,295.0,295.0,0.0,,,2023-11-11,https://www.autoscout24.es/anuncios/seat-arona-1-0-tgi-s-s-fr-90-gas-licuado-glp-azul-1be90d93-8608-40cf-9fb7-3a14ab43070c,SEAT,Arona,"€ 15.400,-",https://maps.google.com/?q=C%2F%20FRESADORES%2C%2033%20P.I.%20VALDEFUENTES%2C%2028939%20ARROYOMOLINOS%2C%20ES,66 kW (90 CV),Prof.,SUV/4x4/Pickup,Ocasión,5,España,10863212,12 mes,33.100 km,02/2022,Manual,999 cm³,,"0 l/100 km (mixto)
0 l/100 km (urbano)
0 l/100 km (extraurbano)",Azul,Azul,Tracción delantera,5.0,5.0,3.0,1.308 kg,Gas licuado (GLP),,,,,,,,,,,,,,,
296,296.0,296.0,296.0,296.0,296.0,296.0,296.0,296.0,296.0,0.0,,,2023-11-11,https://www.autoscout24.es/anuncios/jaguar-f-pace-2-0i4d-pure-aut-rwd-180-diesel-negro-8da58686-c420-49af-995f-eeda83f7408b,Jaguar,F-Pace,"€ 22.400,-",https://maps.google.com/?q=URB.%20LA%20PINAETA%20C%2F%20C%20N%C2%BA%2017%2C%2046980%20PATERNA%2C%20ES,132 kW (179 CV),Prof.,SUV/4x4/Pickup,Ocasión,5,España,10642515,12 mes,68.000 km,07/2017,Automático,1.999 cm³,,"5,5 l/100 km (mixto)
6 l/100 km (urbano)
4,6 l/100 km (extraurbano)",Negro,,Tracción trasera,5.0,8.0,4.0,1.790 kg,Diésel,,,,,,,,,,,,,,,
297,297.0,297.0,297.0,297.0,297.0,297.0,297.0,297.0,297.0,0.0,,,2023-11-11,https://www.autoscout24.es/anuncios/bmw-218-218d-coupe-diesel-rojo-7a82107c-9cd8-4f35-a930-2490e8954dc1,BMW,218,"€ 16.490,-",https://maps.google.com/?q=C%2F%20FINAL%2C%20S%2FN%2C%2046930%20QUART%20DE%20POBLET%2C%20ES,110 kW (150 CV),Prof.,Coupé,Ocasión,2,España,7889899,12 mes,85.000 km,01/2016,Manual,1.995 cm³,,"4 l/100 km (mixto)
4,8 l/100 km (urbano)
3,6 l/100 km (extraurbano)",Rojo,Rojo,Tracción trasera,4.0,6.0,4.0,1.375 kg,Diésel,,,,,,,,,,,,,,,
298,298.0,298.0,298.0,298.0,298.0,298.0,298.0,298.0,298.0,0.0,,,2023-11-11,https://www.autoscout24.es/anuncios/skoda-scala-1-0-tsi-ambition-81kw-gasolina-gris-1d5f1073-c97d-4acd-aa30-1dff494d11a1,Skoda,Scala,"€ 16.000,-",https://maps.google.com/?q=P.I.%20SECTOR%2013%20-%20AVDA.%20ELS%20HOSTALES%2C%2046190%20RIBARROJA%20DEL%20TURIA%2C%20ES,81 kW (110 CV),Prof.,Coche pequeño,Ocasión,5,España,9773217,12 mes,25.700 km,03/2022,Manual,999 cm³,,"0 l/100 km (mixto)
0 l/100 km (urbano)
0 l/100 km (extraurbano)",Gris,Gris,Tracción delantera,5.0,6.0,3.0,1.314 kg,Gasolina,,,,,,,,,,,,,,,
299,299.0,299.0,299.0,299.0,299.0,299.0,299.0,299.0,299.0,0.0,,,2023-11-11,https://www.autoscout24.es/anuncios/citroen-c5-aircross-bluehdi-s-s-c-series-130-diesel-blanco-01976559-9238-46f1-9d6e-f61c61413034,Citroen,C5 Aircross,"€ 20.299,-",https://maps.google.com/?q=CARRETERA%20DE%20MATARO%2010%2C%208903%20SANT%20ADRI%C3%80%20DE%20BES%C3%92S%2C%20ES,96 kW (131 CV),Prof.,SUV/4x4/Pickup,Ocasión,5,España,11036978,12 mes,19.935 km,11/2020,Manual,1.499 cm³,,"4,1 l/100 km (mixto)
4,6 l/100 km (urbano)
3,8 l/100 km (extraurbano)",Blanco,Blanco,Tracción delantera,5.0,6.0,4.0,1.505 kg,Diésel,,,,,,,,,,,,,,,
